entity_id,entity_type,timestamp,source_ip,geo_location,resource_accessed,auth_method,session_duration,command_sequence,device_fingerprint,label
usr_1018,user,2026-07-04 16:42:39,219.193.134.146,"Port Rebecca, India",/api/v1/data,token,117.88,"['GET /index', 'POST /data']",macOS 14.3 | Chrome 121.0,normal
dev_3002,edge_device,2026-07-04 16:43:23,192.168.1.102,"Debraton, Factory-Floor",/telemetry/upload,token,228.82,['EXEC /sync'],RTOS v1.0 | MAC:ac:2f:ec:5e:33:99,normal
dev_3005,edge_device,2026-07-04 16:45:01,192.168.1.105,"Julieport, Factory-Floor",/status,token,70.41,['EXEC /sync'],RTOS v2.0 | MAC:c0:2e:57:c7:2b:bb,normal
usr_1028,user,2026-07-04 16:46:02,214.250.24.87,"Philipville, Guam",/api/v1/data,token,3.12,"['GET /index', 'POST /data']",macOS 14.3 | Chrome 127.0,normal
usr_1048,user,2026-07-04 16:47:05,205.90.19.158,"Lake Monica, Norfolk Island",/profile,token,5.63,"['GET /index', 'POST /data']",macOS 14.3 | Chrome 125.0,normal
dev_3015,edge_device,2026-07-04 16:47:58,192.168.1.115,"Mooreside, Factory-Floor",/telemetry/upload,token,277.52,['EXEC /sync'],RTOS v1.0 | MAC:50:8b:5a:1b:16:c1,normal
usr_1025,user,2026-07-04 16:48:29,196.153.141.109,"Blackhaven, Greenland",/profile,token,50.89,"['GET /index', 'POST /data']",macOS 14.2 | Chrome 127.0,normal
svc_2000,service_account,2026-07-04 16:49:45,10.0.0.194,DataCenter-US-East,/internal/backup,certificate,265.4,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
svc_2000,service_account,2026-07-04 16:50:05,10.0.0.194,DataCenter-US-East,/internal/sync,certificate,207.77,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
usr_1023,user,2026-07-04 16:50:45,212.209.228.156,"Timothyport, Botswana",/reports,token,153.55,"['GET /index', 'POST /data']",macOS 14.3 | Chrome 121.0,normal
usr_1014,user,2026-07-04 16:51:56,208.158.156.37,"Conniemouth, Puerto Rico",/api/v1/data,token,122.62,"['GET /index', 'POST /data']",macOS 14.2 | Chrome 129.0,normal
dev_3012,edge_device,2026-07-04 16:53:04,192.168.1.112,"North Jennifer, Factory-Floor",/telemetry/upload,biometric,265.26,['EXEC /sync'],RTOS v4.0 | MAC:f2:7d:b6:62:29:eb,normal
usr_1049,user,2026-07-04 16:53:28,221.89.95.218,"Oconnorberg, Norway",/reports,token,92.49,"['GET /index', 'POST /data']",macOS 14.2 | Chrome 121.0,normal
dev_3018,edge_device,2026-07-04 16:54:27,192.168.1.118,"Hawkinsville, Factory-Floor",/status,token,37.63,['EXEC /sync'],RTOS v1.0 | MAC:8c:5a:dd:ef:77:24,normal
usr_1038,user,2026-07-04 16:54:47,206.22.12.144,"West Lori, Bhutan",/api/v1/data,token,194.88,"['GET /index', 'POST /data']",macOS 14.0 | Chrome 124.0,normal
dev_3005,edge_device,2026-07-04 16:57:16,192.168.1.105,"Julieport, Factory-Floor",/telemetry/upload,token,282.23,['EXEC /sync'],RTOS v2.0 | MAC:c0:2e:57:c7:2b:bb,normal
svc_2005,service_account,2026-07-04 16:57:17,10.0.0.63,DataCenter-US-East,/internal/backup,certificate,163.13,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
svc_2007,service_account,2026-07-04 16:59:20,10.0.0.12,DataCenter-US-East,/healthcheck,certificate,91.6,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
usr_1009,user,2026-07-04 16:59:55,212.176.191.38,"Rodriguezberg, Bulgaria",/profile,token,4.52,"['GET /index', 'POST /data']",macOS 14.2 | Chrome 127.0,normal
dev_3009,edge_device,2026-07-04 17:00:21,192.168.1.109,"New Brianna, Factory-Floor",/telemetry/upload,biometric,233.98,['EXEC /sync'],RTOS v3.0 | MAC:04:8a:a2:2f:4c:34,normal
dev_3012,edge_device,2026-07-04 17:00:43,192.168.1.112,"North Jennifer, Factory-Floor",/status,biometric,144.98,['EXEC /sync'],RTOS v4.0 | MAC:f2:7d:b6:62:29:eb,normal
dev_3013,edge_device,2026-07-04 17:02:58,192.168.1.113,"Ellisport, Factory-Floor",/telemetry/upload,token,250.74,['EXEC /sync'],RTOS v3.0 | MAC:7e:9d:82:57:8a:dd,normal
svc_2006,service_account,2026-07-04 17:06:39,10.0.0.215,DataCenter-US-East,/healthcheck,certificate,298.07,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
svc_2007,service_account,2026-07-04 17:07:05,10.0.0.12,DataCenter-US-East,/internal/backup,certificate,266.2,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3007,edge_device,2026-07-04 17:07:33,192.168.1.107,"Lake Theresa, Factory-Floor",/status,token,285.67,['EXEC /sync'],RTOS v4.0 | MAC:dc:fe:19:bb:ad:54,normal
usr_1032,user,2026-07-04 17:07:55,220.134.176.235,"Joymouth, Panama",/profile,token,69.95,"['GET /index', 'POST /data']",macOS 14.2 | Chrome 129.0,normal
dev_3005,edge_device,2026-07-04 17:09:18,192.168.1.105,"Julieport, Factory-Floor",/telemetry/upload,token,53.14,['EXEC /sync'],RTOS v2.0 | MAC:c0:2e:57:c7:2b:bb,normal
svc_2006,service_account,2026-07-04 17:11:05,10.0.0.215,DataCenter-US-East,/internal/sync,certificate,204.81,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
usr_1027,user,2026-07-04 17:12:01,209.181.41.58,"Stevechester, Angola",/reports,token,3.26,"['GET /index', 'POST /data']",macOS 14.2 | Chrome 121.0,normal
dev_3005,edge_device,2026-07-04 17:12:41,192.168.1.105,"Julieport, Factory-Floor",/status,token,169.48,['EXEC /sync'],RTOS v2.0 | MAC:c0:2e:57:c7:2b:bb,normal
usr_1049,user,2026-07-04 17:14:32,221.89.95.218,"Oconnorberg, Norway",/profile,token,296.62,"['GET /index', 'POST /data']",macOS 14.2 | Chrome 121.0,normal
dev_3017,edge_device,2026-07-04 17:15:41,192.168.1.117,"Port Brian, Factory-Floor",/status,token,297.31,['EXEC /sync'],RTOS v3.0 | MAC:2a:69:0d:fe:d0:7e,normal
dev_3003,edge_device,2026-07-04 17:15:51,192.168.1.103,"Crystalburgh, Factory-Floor",/status,biometric,140.42,['EXEC /sync'],RTOS v2.0 | MAC:c2:3d:f4:96:5e:bc,normal
dev_3019,edge_device,2026-07-04 17:16:14,192.168.1.119,"Alexandrafurt, Factory-Floor",/status,biometric,243.66,['EXEC /sync'],RTOS v1.0 | MAC:54:3c:eb:3d:b9:99,normal
usr_1019,user,2026-07-04 17:18:26,130.40.26.140,"West Travismouth, Serbia",/api/v1/data,token,128.24,"['GET /index', 'POST /data']",macOS 14.2 | Chrome 122.0,normal
usr_1029,user,2026-07-04 17:19:48,36.1.159.45,"North Phillipchester, Taiwan",/api/v1/data,token,147.1,"['GET /index', 'POST /data']",macOS 14.3 | Chrome 121.0,normal
dev_3009,edge_device,2026-07-04 17:20:35,192.168.1.109,"New Brianna, Factory-Floor",/telemetry/upload,biometric,39.71,['EXEC /sync'],RTOS v3.0 | MAC:04:8a:a2:2f:4c:34,normal
usr_1013,user,2026-07-04 17:21:02,95.45.68.2,"North Karen, Singapore",/dashboard,token,240.05,"['GET /index', 'POST /data']",macOS 14.0 | Chrome 121.0,normal
dev_3010,edge_device,2026-07-04 17:22:12,192.168.1.110,"East Heather, Factory-Floor",/status,token,145.71,['EXEC /sync'],RTOS v4.0 | MAC:a0:20:8e:ec:42:f6,normal
usr_1043,user,2026-07-04 17:23:40,222.95.160.146,"Davidburgh, Russian Federation",/reports,token,240.24,"['GET /index', 'POST /data']",macOS 14.2 | Chrome 126.0,normal
usr_1041,user,2026-07-04 17:24:23,159.238.39.12,"Lake Martinstad, Seychelles",/profile,token,108.93,"['GET /index', 'POST /data']",macOS 14.3 | Chrome 122.0,normal
usr_1000,user,2026-07-04 17:24:27,1.48.191.252,"Pinedaville, United Arab Emirates",/reports,token,245.85,"['GET /index', 'POST /data']",macOS 14.1 | Chrome 123.0,normal
svc_2006,service_account,2026-07-04 17:24:28,10.0.0.215,DataCenter-US-East,/healthcheck,certificate,122.82,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3012,edge_device,2026-07-04 17:24:43,192.168.1.112,"North Jennifer, Factory-Floor",/telemetry/upload,biometric,161.09,['EXEC /sync'],RTOS v4.0 | MAC:f2:7d:b6:62:29:eb,normal
svc_2009,service_account,2026-07-04 17:25:23,10.0.0.116,DataCenter-US-East,/internal/backup,certificate,121.04,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
usr_1027,user,2026-07-04 17:30:22,209.181.41.58,"Stevechester, Angola",/api/v1/data,token,151.12,"['GET /index', 'POST /data']",macOS 14.2 | Chrome 121.0,normal
usr_1019,user,2026-07-04 17:30:28,130.40.26.140,"West Travismouth, Serbia",/profile,token,214.9,"['GET /index', 'POST /data']",macOS 14.2 | Chrome 122.0,normal
dev_3010,edge_device,2026-07-04 17:30:41,192.168.1.110,"East Heather, Factory-Floor",/status,token,105.34,['EXEC /sync'],RTOS v4.0 | MAC:a0:20:8e:ec:42:f6,normal
dev_3016,edge_device,2026-07-04 17:31:17,192.168.1.116,"Brewerland, Factory-Floor",/telemetry/upload,token,154.51,['EXEC /sync'],RTOS v4.0 | MAC:d4:bb:67:54:38:05,normal
usr_1049,user,2026-07-04 17:33:13,221.89.95.218,"Oconnorberg, Norway",/api/v1/data,token,54.42,"['GET /index', 'POST /data']",macOS 14.2 | Chrome 121.0,normal
dev_3014,edge_device,2026-07-04 17:35:28,192.168.1.114,"Christineburgh, Factory-Floor",/telemetry/upload,token,284.04,['EXEC /sync'],RTOS v1.0 | MAC:52:b3:a7:34:85:f6,normal
dev_3008,edge_device,2026-07-04 17:36:10,192.168.1.108,"Craigmouth, Factory-Floor",/status,token,100.79,['EXEC /sync'],RTOS v4.0 | MAC:f8:16:6c:08:1f:34,normal
dev_3013,edge_device,2026-07-04 17:36:45,192.168.1.113,"Ellisport, Factory-Floor",/telemetry/upload,token,131.03,['EXEC /sync'],RTOS v3.0 | MAC:7e:9d:82:57:8a:dd,normal
svc_2008,service_account,2026-07-04 17:40:07,10.0.0.137,DataCenter-US-East,/healthcheck,certificate,124.37,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3001,edge_device,2026-07-04 17:41:12,192.168.1.101,"Robertsberg, Factory-Floor",/telemetry/upload,token,83.06,['EXEC /sync'],RTOS v4.0 | MAC:b6:36:8a:0b:48:ac,normal
usr_1018,user,2026-07-04 17:42:48,219.193.134.146,"Port Rebecca, India",/api/v1/data,token,137.8,"['GET /index', 'POST /data']",macOS 14.3 | Chrome 121.0,normal
usr_1037,user,2026-07-04 17:43:20,203.82.118.41,"Karenbury, Tuvalu",/profile,token,213.55,"['GET /index', 'POST /data']",macOS 14.1 | Chrome 125.0,normal
dev_3008,edge_device,2026-07-04 17:47:02,192.168.1.108,"Craigmouth, Factory-Floor",/status,token,209.84,['EXEC /sync'],RTOS v4.0 | MAC:f8:16:6c:08:1f:34,normal
dev_3003,edge_device,2026-07-04 17:48:12,192.168.1.103,"Crystalburgh, Factory-Floor",/status,biometric,146.24,['EXEC /sync'],RTOS v2.0 | MAC:c2:3d:f4:96:5e:bc,normal
dev_3012,edge_device,2026-07-04 17:48:21,192.168.1.112,"North Jennifer, Factory-Floor",/status,biometric,212.43,['EXEC /sync'],RTOS v4.0 | MAC:f2:7d:b6:62:29:eb,normal
usr_1015,user,2026-07-04 17:49:13,193.167.7.28,"Riveraburgh, Philippines",/dashboard,token,250.94,"['GET /index', 'POST /data']",macOS 14.0 | Chrome 124.0,normal
dev_3010,edge_device,2026-07-04 17:50:12,192.168.1.110,"East Heather, Factory-Floor",/status,token,237.06,['EXEC /sync'],RTOS v4.0 | MAC:a0:20:8e:ec:42:f6,normal
dev_3003,edge_device,2026-07-04 17:50:22,192.168.1.103,"Crystalburgh, Factory-Floor",/telemetry/upload,biometric,144.28,['EXEC /sync'],RTOS v2.0 | MAC:c2:3d:f4:96:5e:bc,normal
usr_1007,user,2026-07-04 17:51:01,114.104.190.52,"Clairemouth, Nepal",/dashboard,token,287.32,"['GET /index', 'POST /data']",macOS 14.3 | Chrome 129.0,normal
usr_1025,user,2026-07-04 17:52:16,196.153.141.109,"Blackhaven, Greenland",/reports,token,228.36,"['GET /index', 'POST /data']",macOS 14.2 | Chrome 127.0,normal
usr_1009,user,2026-07-04 17:53:14,212.176.191.38,"Rodriguezberg, Bulgaria",/profile,token,61.59,"['GET /index', 'POST /data']",macOS 14.2 | Chrome 127.0,normal
svc_2000,service_account,2026-07-04 17:53:29,10.0.0.194,DataCenter-US-East,/internal/sync,certificate,123.51,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
svc_2008,service_account,2026-07-04 17:53:34,10.0.0.137,DataCenter-US-East,/internal/sync,certificate,82.34,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
usr_1043,user,2026-07-04 17:53:54,222.95.160.146,"Davidburgh, Russian Federation",/api/v1/data,token,167.88,"['GET /index', 'POST /data']",macOS 14.2 | Chrome 126.0,normal
dev_3006,edge_device,2026-07-04 17:54:35,192.168.1.106,"Brandonburgh, Factory-Floor",/telemetry/upload,token,135.16,['EXEC /sync'],RTOS v3.0 | MAC:32:6f:58:23:49:b0,normal
usr_1020,user,2026-07-04 17:54:51,190.184.7.56,"North Austin, Saint Barthelemy",/api/v1/data,token,49.92,"['GET /index', 'POST /data']",macOS 14.2 | Chrome 126.0,normal
dev_3000,edge_device,2026-07-04 17:55:13,192.168.1.100,"Davidchester, Factory-Floor",/status,token,88.66,['EXEC /sync'],RTOS v4.0 | MAC:b6:b7:33:d5:c0:7d,normal
dev_3002,edge_device,2026-07-04 17:57:41,192.168.1.102,"Debraton, Factory-Floor",/status,token,253.81,['EXEC /sync'],RTOS v1.0 | MAC:ac:2f:ec:5e:33:99,normal
svc_2002,service_account,2026-07-04 17:59:57,10.0.0.46,DataCenter-US-East,/healthcheck,certificate,159.43,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
usr_1013,user,2026-07-04 17:59:59,95.45.68.2,"North Karen, Singapore",/reports,token,266.78,"['GET /index', 'POST /data']",macOS 14.0 | Chrome 121.0,normal
dev_3013,edge_device,2026-07-04 18:03:52,192.168.1.113,"Ellisport, Factory-Floor",/status,token,219.61,['EXEC /sync'],RTOS v3.0 | MAC:7e:9d:82:57:8a:dd,normal
dev_3011,edge_device,2026-07-04 18:04:52,192.168.1.111,"Muellerstad, Factory-Floor",/status,token,86.73,['EXEC /sync'],RTOS v3.0 | MAC:d4:a9:07:1b:7a:67,normal
usr_1023,user,2026-07-04 18:06:03,212.209.228.156,"Timothyport, Botswana",/profile,token,17.66,"['GET /index', 'POST /data']",macOS 14.3 | Chrome 121.0,normal
dev_3013,edge_device,2026-07-04 18:07:36,192.168.1.113,"Ellisport, Factory-Floor",/status,token,191.84,['EXEC /sync'],RTOS v3.0 | MAC:7e:9d:82:57:8a:dd,normal
svc_2001,service_account,2026-07-04 18:09:21,10.0.0.127,DataCenter-US-East,/internal/sync,certificate,181.28,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
usr_1041,user,2026-07-04 18:10:30,159.238.39.12,"Lake Martinstad, Seychelles",/reports,token,179.89,"['GET /index', 'POST /data']",macOS 14.3 | Chrome 122.0,normal
dev_3001,edge_device,2026-07-04 18:12:56,192.168.1.101,"Robertsberg, Factory-Floor",/status,token,127.4,['EXEC /sync'],RTOS v4.0 | MAC:b6:36:8a:0b:48:ac,normal
svc_2001,service_account,2026-07-04 18:13:08,10.0.0.127,DataCenter-US-East,/internal/backup,certificate,280.75,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
usr_1030,user,2026-07-04 18:15:19,150.137.205.86,"Maryfurt, Algeria",/profile,token,236.74,"['GET /index', 'POST /data']",macOS 14.0 | Chrome 126.0,normal
usr_1015,user,2026-07-04 18:16:13,193.167.7.28,"Riveraburgh, Philippines",/api/v1/data,token,58.71,"['GET /index', 'POST /data']",macOS 14.0 | Chrome 124.0,normal
usr_1037,user,2026-07-04 18:16:54,203.82.118.41,"Karenbury, Tuvalu",/api/v1/data,token,63.58,"['GET /index', 'POST /data']",macOS 14.1 | Chrome 125.0,normal
dev_3001,edge_device,2026-07-04 18:17:26,192.168.1.101,"Robertsberg, Factory-Floor",/status,token,249.82,['EXEC /sync'],RTOS v4.0 | MAC:b6:36:8a:0b:48:ac,normal
usr_1001,user,2026-07-04 18:17:51,167.242.106.42,"Robertstad, Bangladesh",/dashboard,token,255.31,"['GET /index', 'POST /data']",macOS 14.0 | Chrome 124.0,normal
usr_1034,user,2026-07-04 18:18:49,36.18.12.220,"West Kimberly, Iceland",/profile,token,39.55,"['GET /index', 'POST /data']",macOS 14.2 | Chrome 128.0,normal
dev_3004,edge_device,2026-07-04 18:19:42,192.168.1.104,"Port Timothyberg, Factory-Floor",/telemetry/upload,token,291.45,['EXEC /sync'],RTOS v1.0 | MAC:3a:5a:a2:25:59:57,normal
dev_3018,edge_device,2026-07-04 18:19:52,192.168.1.118,"Hawkinsville, Factory-Floor",/status,token,15.39,['EXEC /sync'],RTOS v1.0 | MAC:8c:5a:dd:ef:77:24,normal
usr_1024,user,2026-07-04 18:20:33,2.203.212.8,"South David, Costa Rica",/profile,token,210.06,"['GET /index', 'POST /data']",macOS 14.0 | Chrome 123.0,normal
usr_1046,user,2026-07-04 18:21:07,32.186.31.194,"Lake Melissa, French Polynesia",/dashboard,token,201.31,"['GET /index', 'POST /data']",macOS 14.1 | Chrome 126.0,normal
usr_1033,user,2026-07-04 18:21:59,204.31.68.171,"East Donald, San Marino",/reports,token,290.65,"['GET /index', 'POST /data']",macOS 14.1 | Chrome 126.0,normal
dev_3011,edge_device,2026-07-04 18:22:24,192.168.1.111,"Muellerstad, Factory-Floor",/telemetry/upload,token,242.63,['EXEC /sync'],RTOS v3.0 | MAC:d4:a9:07:1b:7a:67,normal
dev_3008,edge_device,2026-07-04 18:23:01,192.168.1.108,"Craigmouth, Factory-Floor",/status,token,191.12,['EXEC /sync'],RTOS v4.0 | MAC:f8:16:6c:08:1f:34,normal
usr_1042,user,2026-07-04 18:23:08,216.135.182.181,"Paulafort, South Georgia and the South Sandwich Islands",/dashboard,token,235.05,"['GET /index', 'POST /data']",macOS 14.0 | Chrome 129.0,normal
svc_2005,service_account,2026-07-04 18:27:25,10.0.0.63,DataCenter-US-East,/internal/backup,certificate,265.14,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
svc_2002,service_account,2026-07-04 18:28:45,10.0.0.46,DataCenter-US-East,/healthcheck,certificate,23.47,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
usr_1040,user,2026-07-04 18:32:58,117.222.101.185,"New Brittney, Kazakhstan",/reports,token,35.4,"['GET /index', 'POST /data']",macOS 14.3 | Chrome 123.0,normal
usr_1017,user,2026-07-04 18:33:41,148.212.246.24,"Lake Elizabeth, Chile",/profile,token,187.68,"['GET /index', 'POST /data']",macOS 14.2 | Chrome 123.0,normal
dev_3008,edge_device,2026-07-04 18:34:06,192.168.1.108,"Craigmouth, Factory-Floor",/telemetry/upload,token,247.59,['EXEC /sync'],RTOS v4.0 | MAC:f8:16:6c:08:1f:34,normal
usr_1008,user,2026-07-04 18:35:36,110.254.52.153,"Odonnellborough, Nauru",/api/v1/data,token,127.78,"['GET /index', 'POST /data']",macOS 14.1 | Chrome 122.0,normal
dev_3011,edge_device,2026-07-04 18:36:20,192.168.1.111,"Muellerstad, Factory-Floor",/status,token,227.57,['EXEC /sync'],RTOS v3.0 | MAC:d4:a9:07:1b:7a:67,normal
dev_3016,edge_device,2026-07-04 18:36:35,192.168.1.116,"Brewerland, Factory-Floor",/status,token,208.66,['EXEC /sync'],RTOS v4.0 | MAC:d4:bb:67:54:38:05,normal
usr_1040,user,2026-07-04 18:36:48,117.222.101.185,"New Brittney, Kazakhstan",/dashboard,token,200.6,"['GET /index', 'POST /data']",macOS 14.3 | Chrome 123.0,normal
usr_1041,user,2026-07-04 18:38:24,159.238.39.12,"Lake Martinstad, Seychelles",/api/v1/data,token,72.79,"['GET /index', 'POST /data']",macOS 14.3 | Chrome 122.0,normal
dev_3005,edge_device,2026-07-04 18:38:59,192.168.1.105,"Julieport, Factory-Floor",/telemetry/upload,token,35.74,['EXEC /sync'],RTOS v2.0 | MAC:c0:2e:57:c7:2b:bb,normal
usr_1009,user,2026-07-04 18:41:07,212.176.191.38,"Rodriguezberg, Bulgaria",/dashboard,token,34.8,"['GET /index', 'POST /data']",macOS 14.2 | Chrome 127.0,normal
svc_2003,service_account,2026-07-04 18:41:17,10.0.0.55,DataCenter-US-East,/healthcheck,certificate,241.61,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
usr_1027,user,2026-07-04 18:41:30,209.181.41.58,"Stevechester, Angola",/profile,token,176.89,"['GET /index', 'POST /data']",macOS 14.2 | Chrome 121.0,normal
usr_1019,user,2026-07-04 18:43:07,130.40.26.140,"West Travismouth, Serbia",/api/v1/data,token,196.91,"['GET /index', 'POST /data']",macOS 14.2 | Chrome 122.0,normal
dev_3010,edge_device,2026-07-04 18:43:13,192.168.1.110,"East Heather, Factory-Floor",/telemetry/upload,token,292.17,['EXEC /sync'],RTOS v4.0 | MAC:a0:20:8e:ec:42:f6,normal
usr_1028,user,2026-07-04 18:43:41,214.250.24.87,"Philipville, Guam",/reports,token,100.0,"['GET /index', 'POST /data']",macOS 14.3 | Chrome 127.0,normal
usr_1003,user,2026-07-04 18:47:21,187.195.12.122,"South Holly, Brunei Darussalam",/reports,token,273.7,"['GET /index', 'POST /data']",macOS 14.3 | Chrome 126.0,normal
svc_2004,service_account,2026-07-04 18:47:30,10.0.0.107,DataCenter-US-East,/healthcheck,certificate,290.99,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
usr_1034,user,2026-07-04 18:51:12,36.18.12.220,"West Kimberly, Iceland",/dashboard,token,49.52,"['GET /index', 'POST /data']",macOS 14.2 | Chrome 128.0,normal
svc_2006,service_account,2026-07-04 18:51:36,10.0.0.215,DataCenter-US-East,/healthcheck,certificate,218.87,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3000,edge_device,2026-07-04 18:51:42,192.168.1.100,"Davidchester, Factory-Floor",/status,token,64.08,['EXEC /sync'],RTOS v4.0 | MAC:b6:b7:33:d5:c0:7d,normal
svc_2004,service_account,2026-07-04 18:52:05,10.0.0.107,DataCenter-US-East,/internal/sync,certificate,59.76,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
usr_1013,user,2026-07-04 18:53:39,95.45.68.2,"North Karen, Singapore",/reports,token,161.83,"['GET /index', 'POST /data']",macOS 14.0 | Chrome 121.0,normal
usr_1026,user,2026-07-04 18:54:31,204.27.29.7,"East Lisa, Albania",/profile,token,164.0,"['GET /index', 'POST /data']",macOS 14.1 | Chrome 127.0,normal
usr_1011,user,2026-07-04 18:54:34,202.219.245.118,"Benjaminfort, Papua New Guinea",/dashboard,token,17.39,"['GET /index', 'POST /data']",macOS 14.1 | Chrome 124.0,normal
dev_3001,edge_device,2026-07-04 18:54:55,192.168.1.101,"Robertsberg, Factory-Floor",/status,token,270.05,['EXEC /sync'],RTOS v4.0 | MAC:b6:36:8a:0b:48:ac,normal
dev_3002,edge_device,2026-07-04 18:54:56,192.168.1.102,"Debraton, Factory-Floor",/status,token,175.28,['EXEC /sync'],RTOS v1.0 | MAC:ac:2f:ec:5e:33:99,normal
usr_1043,user,2026-07-04 18:55:08,222.95.160.146,"Davidburgh, Russian Federation",/api/v1/data,token,57.43,"['GET /index', 'POST /data']",macOS 14.2 | Chrome 126.0,normal
usr_1040,user,2026-07-04 18:56:33,117.222.101.185,"New Brittney, Kazakhstan",/dashboard,token,143.01,"['GET /index', 'POST /data']",macOS 14.3 | Chrome 123.0,normal
dev_3017,edge_device,2026-07-04 18:58:08,192.168.1.117,"Port Brian, Factory-Floor",/status,token,95.49,['EXEC /sync'],RTOS v3.0 | MAC:2a:69:0d:fe:d0:7e,normal
dev_3005,edge_device,2026-07-04 18:58:41,192.168.1.105,"Julieport, Factory-Floor",/telemetry/upload,token,24.42,['EXEC /sync'],RTOS v2.0 | MAC:c0:2e:57:c7:2b:bb,normal
dev_3008,edge_device,2026-07-04 19:00:42,192.168.1.108,"Craigmouth, Factory-Floor",/status,token,244.56,['EXEC /sync'],RTOS v4.0 | MAC:f8:16:6c:08:1f:34,normal
dev_3015,edge_device,2026-07-04 19:01:42,192.168.1.115,"Mooreside, Factory-Floor",/telemetry/upload,token,114.71,['EXEC /sync'],RTOS v1.0 | MAC:50:8b:5a:1b:16:c1,normal
dev_3006,edge_device,2026-07-04 19:03:30,192.168.1.106,"Brandonburgh, Factory-Floor",/status,token,125.91,['EXEC /sync'],RTOS v3.0 | MAC:32:6f:58:23:49:b0,normal
dev_3000,edge_device,2026-07-04 19:05:29,192.168.1.100,"Davidchester, Factory-Floor",/status,token,217.84,['EXEC /sync'],RTOS v4.0 | MAC:b6:b7:33:d5:c0:7d,normal
svc_2000,service_account,2026-07-04 19:09:29,10.0.0.194,DataCenter-US-East,/internal/sync,certificate,234.25,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3008,edge_device,2026-07-04 19:10:15,192.168.1.108,"Craigmouth, Factory-Floor",/telemetry/upload,token,241.79,['EXEC /sync'],RTOS v4.0 | MAC:f8:16:6c:08:1f:34,normal
dev_3013,edge_device,2026-07-04 19:13:53,192.168.1.113,"Ellisport, Factory-Floor",/telemetry/upload,token,248.71,['EXEC /sync'],RTOS v3.0 | MAC:7e:9d:82:57:8a:dd,normal
dev_3000,edge_device,2026-07-04 19:18:56,192.168.1.100,"Davidchester, Factory-Floor",/status,token,115.77,['EXEC /sync'],RTOS v4.0 | MAC:b6:b7:33:d5:c0:7d,normal
svc_2001,service_account,2026-07-04 19:19:36,10.0.0.127,DataCenter-US-East,/internal/backup,certificate,1.17,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
svc_2002,service_account,2026-07-04 19:21:52,10.0.0.46,DataCenter-US-East,/internal/backup,certificate,269.74,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3009,edge_device,2026-07-04 19:23:03,192.168.1.109,"New Brianna, Factory-Floor",/status,biometric,2.29,['EXEC /sync'],RTOS v3.0 | MAC:04:8a:a2:2f:4c:34,normal
dev_3001,edge_device,2026-07-04 19:23:58,192.168.1.101,"Robertsberg, Factory-Floor",/telemetry/upload,token,16.13,['EXEC /sync'],RTOS v4.0 | MAC:b6:36:8a:0b:48:ac,normal
dev_3014,edge_device,2026-07-04 19:25:13,192.168.1.114,"Christineburgh, Factory-Floor",/telemetry/upload,token,152.48,['EXEC /sync'],RTOS v1.0 | MAC:52:b3:a7:34:85:f6,normal
dev_3010,edge_device,2026-07-04 19:26:48,192.168.1.110,"East Heather, Factory-Floor",/telemetry/upload,token,64.6,['EXEC /sync'],RTOS v4.0 | MAC:a0:20:8e:ec:42:f6,normal
dev_3006,edge_device,2026-07-04 19:28:10,192.168.1.106,"Brandonburgh, Factory-Floor",/status,token,111.08,['EXEC /sync'],RTOS v3.0 | MAC:32:6f:58:23:49:b0,normal
dev_3017,edge_device,2026-07-04 19:28:14,192.168.1.117,"Port Brian, Factory-Floor",/status,token,265.1,['EXEC /sync'],RTOS v3.0 | MAC:2a:69:0d:fe:d0:7e,normal
svc_2006,service_account,2026-07-04 19:31:27,10.0.0.215,DataCenter-US-East,/internal/backup,certificate,107.28,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
